fetched_ts_utc,game_date_et,lumify_event_id,event_name,starts_at_utc,captured_at,game_pk,metric,value
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,moneyline.home.bets_pct,76.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,moneyline.home.handle_pct,62.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,moneyline.away.bets_pct,24.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,moneyline.away.handle_pct,38.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,spread.home.bets_pct,84.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,spread.home.handle_pct,80.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,spread.away.bets_pct,16.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,spread.away.handle_pct,20.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,spread.away.line,1.5
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.over.bets_pct,64.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.over.handle_pct,82.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.over.line,7.5
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.under.bets_pct,36.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.under.handle_pct,18.0
2026-08-01T17:10:54Z,2026-08-01,11618,Chicago White Sox @ Tampa Bay Rays,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,822944,total.under.line,7.5
